input,output,time
0.040997,-7.599370,42.400000
0.038495,-7.515529,42.500000
0.036043,-7.431160,42.600000
0.033650,-7.346435,42.700000
0.031325,-7.261516,42.800000
0.029074,-7.176559,42.900000
0.026903,-7.091710,43.000000
0.024814,-7.007106,43.100000
0.022812,-6.922878,43.200000
0.020895,-6.839147,43.300000
0.019066,-6.756023,43.400000
0.017322,-6.673612,43.500000
0.015661,-6.592010,43.600000
0.014080,-6.511306,43.700000
0.012575,-6.431580,43.800000
0.011142,-6.352907,43.900000
0.009775,-6.275355,44.000000
0.008469,-6.198987,44.100000
0.007219,-6.123860,44.200000
0.006019,-6.050024,44.300000
0.004862,-5.977528,44.400000
0.003742,-5.906414,44.500000
0.002654,-5.836724,44.600000
0.001592,-5.768494,44.700000
0.000550,-5.701759,44.800000
-0.000478,-5.636551,44.900000
-0.001497,-5.572901,45.000000
-0.002510,-5.510838,45.100000
-0.003523,-5.450391,45.200000
-0.004539,-5.391588,45.300000
-0.005561,-5.334455,45.400000
-0.006591,-5.279020,45.500000
-0.007631,-5.225310,45.600000
-0.008681,-5.173351,45.700000
-0.009741,-5.123171,45.800000
-0.010809,-5.074795,45.900000
-0.011882,-5.028252,46.000000
-0.012958,-4.983567,46.100000
-0.014031,-4.940767,46.200000
-0.015094,-4.899877,46.300000
-0.016141,-4.860920,46.400000
-0.017162,-4.823919,46.500000
-0.018149,-4.788895,46.600000
-0.019091,-4.755865,46.700000
-0.019976,-4.724843,46.800000
-0.020793,-4.695838,46.900000
-0.021529,-4.668858,47.000000
-0.022172,-4.643901,47.100000
-0.022709,-4.620962,47.200000
-0.023130,-4.600028,47.300000
-0.023422,-4.581079,47.400000
-0.023576,-4.564089,47.500000
-0.023582,-4.549020,47.600000
-0.023433,-4.535829,47.700000
-0.023123,-4.524461,47.800000
-0.022647,-4.514854,47.900000
-0.022004,-4.506936,48.000000
-0.021193,-4.500625,48.100000
-0.020216,-4.495832,48.200000
-0.019077,-4.492457,48.300000
-0.017782,-4.490395,48.400000
-0.016338,-4.489528,48.500000
-0.014755,-4.489735,48.600000
-0.013045,-4.490918,48.700000
-0.011219,-4.492990,48.800000
-0.009290,-4.495851,48.900000
-0.007272,-4.499395,49.000000
-0.005180,-4.503504,49.100000
-0.003027,-4.508053,49.200000
-0.000828,-4.512911,49.300000
0.001405,-4.517940,49.400000
0.003658,-4.522997,49.500000
0.005921,-4.527933,49.600000
0.008184,-4.532597,49.700000
0.010439,-4.536831,49.800000
0.012677,-4.540478,49.900000
0.014896,-4.543374,50.000000
0.017089,-4.545355,50.100000
0.019256,-4.546253,50.200000
0.021396,-4.545901,50.300000
0.023509,-4.544169,50.400000
0.025598,-4.540958,50.500000
0.027665,-4.536165,50.600000
0.029713,-4.529695,50.700000
0.031748,-4.521455,50.800000
0.033773,-4.511354,50.900000
0.035795,-4.499304,51.000000
0.037817,-4.485222,51.100000
0.039845,-4.469023,51.200000
0.041882,-4.450626,51.300000
0.043933,-4.429951,51.400000
0.045999,-4.406918,51.500000
0.048081,-4.381449,51.600000
0.050180,-4.353467,51.700000
0.052293,-4.322894,51.800000
0.054417,-4.289654,51.900000
0.056546,-4.253673,52.000000
0.058672,-4.214877,52.100000
0.060785,-4.173194,52.200000
0.062872,-4.128556,52.300000
0.064919,-4.080897,52.400000
0.066910,-4.030155,52.500000
0.068825,-3.976274,52.600000
0.070644,-3.919203,52.700000
0.072346,-3.858900,52.800000
0.073907,-3.795330,52.900000
0.075306,-3.728468,53.000000
0.076519,-3.658302,53.100000
0.077524,-3.584830,53.200000
0.078300,-3.508065,53.300000
0.078827,-3.428033,53.400000
0.079088,-3.344777,53.500000
0.079070,-3.258355,53.600000
0.078762,-3.168842,53.700000
0.078158,-3.076331,53.800000
0.077255,-2.980931,53.900000
0.076055,-2.882767,54.000000
0.074566,-2.781982,54.100000
0.072799,-2.678733,54.200000
0.070771,-2.573192,54.300000
0.068501,-2.465543,54.400000
0.066016,-2.355984,54.500000
0.063343,-2.244718,54.600000
0.060514,-2.131959,54.700000
0.057564,-2.017924,54.800000
0.054526,-1.902835,54.900000
0.051438,-1.786911,55.000000
0.048336,-1.670374,55.100000
0.045254,-1.553437,55.200000
0.042226,-1.436309,55.300000
0.039281,-1.319190,55.400000
0.036448,-1.202272,55.500000
0.033748,-1.085732,55.600000
0.031202,-0.969736,55.700000
0.028823,-0.854437,55.800000
0.026620,-0.739971,55.900000
0.024598,-0.626463,56.000000
0.022758,-0.514020,56.100000
0.021096,-0.402736,56.200000
0.019602,-0.292693,56.300000
0.018266,-0.183957,56.400000
0.017073,-0.076585,56.500000
0.016006,0.029378,56.600000
0.015046,0.133895,56.700000
0.014173,0.236940,56.800000
0.013365,0.338488,56.900000
0.012601,0.438524,57.000000
0.011860,0.537032,57.100000
0.011121,0.634001,57.200000
0.010364,0.729418,57.300000
0.009571,0.823272,57.400000
0.008726,0.915546,57.500000
0.007812,1.006224,57.600000
0.006819,1.095283,57.700000
0.005734,1.182698,57.800000
0.004551,1.268435,57.900000
0.003265,1.352459,58.000000
0.001872,1.434726,58.100000
0.000372,1.515187,58.200000
-0.001233,1.593787,58.300000
-0.002936,1.670465,58.400000
-0.004732,1.745158,58.500000
-0.006611,1.817795,58.600000
-0.008562,1.888303,58.700000
-0.010572,1.956605,58.800000
-0.012626,2.022624,58.900000
-0.014710,2.086279,59.000000
-0.016807,2.147493,59.100000
-0.018901,2.206186,59.200000
-0.020975,2.262282,59.300000
-0.023013,2.315708,59.400000
-0.025000,2.366394,59.500000
-0.026919,2.414278,59.600000
-0.028756,2.459299,59.700000
-0.030499,2.501408,59.800000
-0.032135,2.540558,59.900000
-0.033652,2.576714,60.000000
-0.035042,2.609849,60.100000
-0.036295,2.639942,60.200000
-0.037403,2.666984,60.300000
-0.038361,2.690975,60.400000
-0.039162,2.711924,60.500000
-0.039802,2.729852,60.600000
-0.040276,2.744787,60.700000
-0.040581,2.756769,60.800000
-0.040715,2.765847,60.900000
-0.040675,2.772080,61.000000
-0.040460,2.775538,61.100000
-0.040069,2.776301,61.200000
-0.039501,2.774427,61.300000
-0.038757,2.769899,61.400000
-0.037838,2.762704,61.500000
-0.036745,2.752838,61.600000
-0.035481,2.740310,61.700000
-0.034049,2.725139,61.800000
-0.032455,2.707356,61.900000
-0.030704,2.687005,62.000000
-0.028804,2.664139,62.100000
-0.026763,2.638823,62.200000
-0.024591,2.611135,62.300000
-0.022301,2.581160,62.400000
-0.019903,2.548995,62.500000
-0.017414,2.514746,62.600000
-0.014848,2.478527,62.700000
-0.012222,2.440461,62.800000
-0.009552,2.400676,62.900000
-0.006857,2.359309,63.000000
-0.004154,2.316498,63.100000
-0.001461,2.272389,63.200000
0.001205,2.227128,63.300000
0.003825,2.180863,63.400000
0.006385,2.133743,63.500000
0.008870,2.085918,63.600000
0.011265,2.037534,63.700000
0.013558,1.988736,63.800000
0.015739,1.939666,63.900000
0.017797,1.890461,64.000000
0.019726,1.841255,64.100000
0.021518,1.792174,64.200000
0.023168,1.743340,64.300000
0.024673,1.694868,64.400000
0.026029,1.646866,64.500000
0.027236,1.599435,64.600000
0.028293,1.552668,64.700000
0.029198,1.506652,64.800000
0.029954,1.461463,64.900000
0.030562,1.417172,65.000000
0.031022,1.373841,65.100000
0.031338,1.331522,65.200000
0.031513,1.290261,65.300000
0.031548,1.250094,65.400000
0.031448,1.211051,65.500000
0.031217,1.173152,65.600000
0.030859,1.136408,65.700000
0.030379,1.100824,65.800000
0.029782,1.066396,65.900000
0.029075,1.033111,66.000000
0.028263,1.000951,66.100000
0.027355,0.969889,66.200000
0.026358,0.939892,66.300000
