0,2.5
0.1,2.6248959373947
0.2,2.74916998656239
0.3,2.872212584058295
0.4,2.99343830056226
0.5,3.112296656009273
0.6000000000000001,3.228281531128977
0.7000000000000001,3.340938860840831
0.8,3.449872405638062
0.9,3.55474751312502
1,3.655292893150024
1.1,3.751300527975588
1.2,3.842623917495088
1.3,3.929174915212793
1.4,4.010919442792909
1.5,4.087872380968218
1.6,4.160091925669622
1.7,4.227673674582326
1.8,4.290744675497561
1.9,4.349457628185011
2,4.403985389889412
2.1,4.454515894021935
2.2,4.501247554401575
2.3,4.544385194925719
2.4,4.584136517530388
2.5,4.620709099893783
2.6,4.654307898283267
2.7,4.685133219715017
2.8,4.713379120505657
2.9,4.739232184607912
3,4.762870634112167
3.1,4.784463725294569
3.2,4.804171386016178
3.3,4.822144053636819
3.4,4.838522676507748
3.5,4.853438846243218
3.6,4.867015032115671
3.7,4.879364892911655
3.8,4.890593645319348
3.9,4.900798471329614
4,4.910068950189543
4.100000000000001,4.918487503142797
4.2,4.926129841533636
4.3,4.933065410861676
4.4,4.93935782507863
4.5,4.945065286847036
4.600000000000001,4.950240990665479
4.7,4.954933506735762
4.800000000000001,4.959187144234202
4.9,4.963042293278592
5,4.966535745378578
5.100000000000001,4.969700992542081
5.2,4.97256850550275
5.300000000000001,4.975165991749718
5.4,4.977518634195297
5.5,4.979649311420523
5.600000000000001,4.981578800502824
5.7,4.983325963462937
5.800000000000001,4.984907918376463
5.9,4.986340196184949
6,4.987636884216831
6.100000000000001,4.988810757393623
6.2,4.989873398054756
6.300000000000001,4.990835305287543
6.4,4.991705994599136
6.5,4.992494088716324
6.600000000000001,4.993207400247865
6.7,4.993853006893624
6.800000000000001,4.99443731983571
6.9,4.994966145899585
7,4.995444744028012
7.100000000000001,4.995877876568024
7.2,4.996269855830834
7.300000000000001,4.996624586346855
7.4,4.996945603202849
7.5,4.997236106815405
7.600000000000001,4.997498994464628
7.7,4.997736888883826
7.800000000000001,4.997952164175101
7.9,4.998146969296902
8,4.998323249347706
8.1,4.998482764849897
8.200000000000001,4.998627109219539
8.300000000000001,4.998757724590854
8.4,4.99887591614889
8.5,4.998982865109787
8.6,4.999079640475252
8.700000000000001,4.99916720967619
8.800000000000001,4.999246448209786
8.9,4.999318148364695
9,4.999383027120172
9.1,4.999441733296967
9.200000000000001,4.999494854030588
9.300000000000001,4.999542920630878
9.4,4.999586413885896
9.5,4.999625768862618
9.600000000000001,4.99966137925209
9.700000000000001,4.999693601302124
9.800000000000001,4.999722757376616
9.9,4.999749139176835
10,4.999773010656768
10.1,4.999794610661486
10.2,4.999814155314828
10.3,4.999831840180185
10.4,4.999847842215916
10.5,4.99986232154489
10.6,4.999875423055815
10.7,4.999887277852313
10.8,4.999898004564225
10.9,4.999907710534212
11,4.999916492891523
11.1,4.999924439523639
11.2,4.999931629955508
