time,u,tank1,tank2
118.0,3.0,3.199741738277032,7.695416223542541
118.10000000000001,3.0,3.1847233049032413,7.607364891010515
118.2,3.0,3.1695536018283152,7.6513018564910595
118.30000000000001,3.0,3.1447426887024648,7.590960553513985
118.4,3.0,3.12593156099612,7.549352161027536
118.5,3.0,3.0997665502686362,7.553049611482322
118.60000000000001,3.0,3.0804518887807792,7.535254624794656
118.7,3.0,3.063684593341828,7.471127639526383
118.80000000000001,3.0,3.0478645596497067,7.3418468748299
118.9,3.0,3.032396774044346,7.2170929485709125
119.0,3.0,3.0266449341709953,7.21862683635023
119.10000000000001,3.0,3.0053361410296504,7.180857390755608
119.2,3.0,2.9878273091969407,6.994283209175212
119.30000000000001,3.0,2.9717315283031196,6.982413619308626
119.4,3.0,2.9561612035373277,7.131359146071792
119.5,3.0,2.940786274517637,7.062141457786498
119.60000000000001,3.0,2.9254840052226276,6.950137585860065
119.7,3.0,2.8910388371091593,7.215206593043173
119.80000000000001,3.0,2.8878150401335465,7.054981074404
119.9,3.0,2.8866162412581935,7.004984684770588
120.0,3.0,2.86700053873922,6.775523964356676
120.10000000000001,3.0,2.8501212983942255,6.814801329374857
120.2,3.05,2.8246746779418173,6.656877720585151
120.30000000000001,3.1,2.834382033575091,6.780266579641978
120.4,3.15,2.809236926992743,6.835734832970897
120.5,3.2,2.7903015263427755,6.655077079499006
120.60000000000001,3.25,2.7832602215784656,6.750842117495625
120.7,3.3,2.7806418469424914,6.633093893052171
120.80000000000001,3.35,2.77008322098615,6.445533736054367
120.9,3.4,2.7661568977662037,6.50039221510668
121.0,3.45,2.7551118989695915,6.434527219476643
121.10000000000001,3.5,2.7414197544811536,6.496299339595365
121.2,3.55,2.736328203264348,6.433005245668417
121.30000000000001,3.6,2.734434862610862,6.553243133523456
121.4,3.65,2.7337308062874555,6.502105119848959
121.5,3.7,2.7526389144109107,6.291389793934841
121.60000000000001,3.75,2.7692550292017923,6.30888293114516
121.7,3.8,2.7754338859582006,6.229123285784936
121.80000000000001,3.85,2.7777315512847043,6.189878961167314
121.9,3.9,2.77858595949657,6.02192625012359
122.0,3.95,2.8172435151582653,5.988226350171399
122.10000000000001,4.0,2.850788604622914,5.9565248110710876
122.2,4.05,2.8440927399791165,6.059755807119203
122.30000000000001,4.1,2.841602820463333,6.1077281716911145
122.4,4.15,2.8502618797501764,5.90511308428697
122.5,4.2,2.863066790451062,6.040637878566315
122.60000000000001,4.25,2.8774133745420936,5.928089730116187
122.7,4.3,2.9019182032216717,6.030012039907332
122.80000000000001,4.35,2.920615510581162,5.8857985772028
122.9,4.4,2.9467381961545387,6.02387064054381
123.0,4.45,2.975622077646647,5.797250209699538
123.10000000000001,4.5,2.948022981472861,5.741734172736088
123.2,4.55,2.9665148780049684,5.769014813318769
123.30000000000001,4.6,3.0309010156777068,5.750404496114594
123.4,4.65,3.0452586405296302,5.523030019507282
123.5,4.7,3.069767574818786,5.649347804736203
123.60000000000001,4.75,3.1172212859062074,5.696320247484645
123.7,4.8,3.1156974715140944,5.809636977061946
123.80000000000001,4.85,3.1534706629913956,5.487546414163591
123.9,4.9,3.16751697540004,5.50196347012851
124.0,4.95,3.1823251862567714,5.478569709398132
124.10000000000001,5.0,3.2261715931532406,5.278171341865245
124.2,5.050000000000001,3.2712311641938854,5.34742573099245
124.30000000000001,5.1,3.2879869845808587,5.36359366040533
124.4,5.15,3.351727546199627,5.436700568306345
124.5,5.2,3.3370902305754537,5.281771830527091
124.60000000000001,5.25,3.4274967987478635,5.243330057104151
124.7,5.300000000000001,3.461115321585845,5.008581069139107
124.80000000000001,5.35,3.4832016408434345,5.275930958856847
124.9,5.4,3.5105845619970095,5.078213771567241
125.0,5.45,3.5303521147990913,5.119710305474612
125.10000000000001,5.5,3.585627658108655,5.374765152536879
125.2,5.550000000000001,3.6157673417627136,5.210815775360309
125.30000000000001,5.6,3.6461449813350746,5.226529347354944
125.4,5.65,3.7149509430529326,5.184447790150692
125.5,5.7,3.759706997583692,5.235894084937799
125.60000000000001,5.75,3.7763499525348285,5.159175277861153
125.7,5.800000000000001,3.820878626079469,5.27442106132887
125.80000000000001,5.85,3.827852068290793,5.221426687228934
125.9,5.9,3.8687850436306794,5.125040564508362
126.0,5.95,3.9319311460749042,5.070028570710263
126.10000000000001,6.0,4.003337406336823,5.193346234492614
126.2,6.0,4.068230324067381,4.99957907903356
126.30000000000001,6.0,4.082776399795078,5.061714387011086
126.4,6.0,4.193620042350844,5.0081403068720824
126.5,6.0,4.24442324029746,4.844443902027692
126.60000000000001,6.0,4.397504307832873,5.061535683267692
126.7,6.0,4.4065041308799655,4.940979141179821
126.80000000000001,6.0,4.4098507987467235,4.809884439196148
126.9,6.0,4.449435124330338,4.924079958650697
127.0,6.0,4.502494759818714,4.573561304919008
127.10000000000001,6.0,4.560565314568157,4.749936373139357
127.2,6.0,4.572574431197348,4.719673491862007
127.30000000000001,6.0,4.567455173852173,4.861779302221171
127.4,6.0,4.623061284454968,4.87628283286227
127.5,6.0,4.662908851636407,4.776241556493894
127.60000000000001,6.0,4.763991170991558,4.863644744925995
127.7,6.0,4.820749489166335,4.99199602314948
127.80000000000001,6.0,4.8706104744511745,4.982214885134601
127.9,6.0,4.8699818273485525,4.825218333933102
128.0,6.0,4.956012690135761,4.80517754287827
128.1,6.0,4.997589025253869,4.797725188415669
128.20000000000002,6.0,5.080144285025169,4.708689330071544
128.3,6.0,5.120428184850927,4.809769944513916
128.4,6.0,5.116238209487141,4.89528250571987
128.5,6.0,5.114680128196084,4.8599864335263625
128.6,6.0,5.2099503312461355,4.789351506914208
128.70000000000002,6.0,5.274132318946905,4.811010047828529
128.8,6.0,5.278829069727595,4.924498526684849
128.9,6.0,5.280575600168656,4.746246215446767
129.0,6.0,5.309979940768596,5.0537748376383504
129.1,6.0,5.4071788492341435,5.053112706659352
129.20000000000002,6.0,5.424153248942439,4.899507142998835
129.3,6.0,5.420880378269897,4.871142363179091
129.4,6.0,5.4867580439280905,4.755160107041358
129.5,6.0,5.520840225339931,4.740785903888378
129.6,6.0,5.533514001342324,4.81212039486666
129.70000000000002,6.0,5.519056944757788,4.723627280421409
129.8,6.0,5.532850871879617,4.834494678234468
129.9,6.0,5.614659943965115,4.818211996750385
130.0,6.0,5.616326530937865,4.668382745174658
130.1,6.0,5.674456020834762,4.718101894160309
130.20000000000002,6.0,5.676902094040143,4.659910749873572
130.3,6.0,5.7449064021454035,4.762876298979247
130.4,6.0,5.770194436315199,4.858674749669291
130.5,6.0,5.8754476169738075,4.903883253153277
130.6,6.0,5.895417072673493,4.882354619428732
130.70000000000002,6.0,5.864503064395993,4.931858750875379
130.8,6.0,5.900932198057872,4.672303511185967
130.9,6.0,6.019913259141928,4.786654580494909
131.0,6.0,6.006647718773693,4.781252293648742
131.1,6.0,6.068809517308866,4.692978772006205
131.20000000000002,6.0,6.0631700829613955,4.851852622475797
131.3,6.0,6.12816771991635,5.208065069935567
131.4,6.0,6.104412900436036,4.985882496813856
131.5,6.0,6.114749367988581,5.027866308563812
131.6,6.0,6.137762997553344,5.100988133302484
131.70000000000002,6.0,6.203830583690487,4.926895024475425
131.8,6.0,6.237983388798016,4.977176391579925
131.9,6.0,6.260268385884483,4.794589846245688
132.0,6.0,6.26855526922317,4.793788054994508
132.1,6.0,6.319561618862928,5.023528917614651
132.20000000000002,6.0,6.367283681174947,4.888506136017387
132.3,6.0,6.394614532699264,4.828711700437251
132.4,6.0,6.385607845906803,4.7873066656762955
132.5,6.0,6.41101350271136,4.771909818579258
132.6,6.0,6.47797058641506,4.804524193874829
132.70000000000002,6.0,6.493284241449351,4.912501742590258
132.8,6.0,6.537318602462099,4.828049730809826
132.9,6.0,6.582448065988193,5.122534071336168
133.0,6.0,6.618399794558196,4.7527928607153545
133.1,6.0,6.622183820045285,4.72073570332243
133.20000000000002,6.0,6.652345822119626,4.900514131452681
133.3,6.0,6.63480696597265,4.96736641125991
133.4,6.0,6.6474548972772896,4.953886216972149
133.5,6.0,6.709667902151875,4.939288522401577
133.6,6.0,6.751972304389156,5.3460134712383605
133.70000000000002,6.0,6.786873507655781,5.142614441342272
133.8,6.0,6.8094368035551796,5.181998129255273
133.9,6.0,6.827412133900935,4.870754713521948
